time,tank1.storage,tank2.storage,pid_controller.output
38.0,2.289651557470044,4.4067626762770695,0.8832443646933021
39.0,3.8910570065839973,4.08488249748944,1.830370604860958
40.0,6.003061040194941,3.96337788596166,2.501109734269344
41.0,8.150348321274262,4.068261754235946,2.747593385098814
42.0,9.853118722372448,4.374763867083879,2.5178052332256136
43.0,10.73432234866974,4.813230255935639,1.8665154985345365
44.0,10.603167671038307,5.285008708810658,0.9422775572355397
45.0,9.496414652527283,5.684699387313156,-0.04643625140719321
46.0,7.66852952731731,5.9237534291517395,-0.8782436599572451
47.0,5.533267806367951,5.950137203239503,-1.3684087682176287
48.0,3.570086122889459,5.75969683347136,-1.4098549028416967
49.0,2.2165457358759197,5.396743341576386,-0.9965317747245934
50.0,1.7708485982594606,4.94380499746693,-0.22404256402886702
51.0,2.326209788984108,4.502914232609509,0.732446050550593
52.0,3.7515011774641622,4.172670932431731,1.6579123673784653
53.0,5.722159201868774,4.026237183624181,2.3458081421510273
54.0,7.7940904274004925,4.095173455858036,2.6441471457185957
55.0,9.503753629804823,4.362685816615831,2.4890722451443796
56.0,10.471869164529577,4.767725452519334,1.9184908977052362
57.0,10.48755769115006,5.218946687407375,1.0628754430734415
58.0,9.554249427099409,5.61533412059646,0.11544750506435342
59.0,7.887380611865485,5.868842298231844,-0.7114438725239832
60.0,5.8647377208378515,5.923975072139411,-1.2339048298410848
61.0,3.940883765747813,5.76995196020577,-1.3373801830062535
62.0,2.5450441769340886,5.44279634175483,-1.001751212238943
63.0,1.9853864029867823,5.016951216728885,-0.3051533562538975
64.0,2.3810342881007105,4.588370954936453,0.5941865254126065
65.0,3.636808381177709,4.252928014379467,1.4938775218870697
66.0,5.466029484005309,4.084992850699805,2.192901940945371
67.0,7.455945630400833,4.1209716927628595,2.5365190947960543
68.0,9.16085830588305,4.351444794207586,2.4505072385222997
69.0,10.201941901815998,4.723600025519943,1.957169426521253
70.0,10.351405608045127,5.15334421251155,1.1696578964107291
71.0,9.582305670577348,5.544316746752119,0.26604062333673406
72.0,8.073124810075518,5.809507720465839,-0.5509502934440961
73.0,6.166420096413271,5.890631736415161,-1.0993922326546954
74.0,4.291108127459287,5.7709447790045925,-1.2586699593126562
75.0,2.8660122790013247,5.478687494374947,-0.9959850357120337
76.0,2.2063569988204934,5.0804527854782116,-0.373054052280699
77.0,2.45408009803694,4.6660318871754844,0.4683587990984959
78.0,3.5473625899226437,4.328185911082243,1.3386905016893975
79.0,5.235902732593292,4.1418989311892265,2.0432764016629132
80.0,7.1381934295638745,4.147751838049903,2.4258809702299113
81.0,8.827704115934209,4.343102201250052,2.403330029326722
82.0,9.928504058972468,4.682984837687217,1.9835703546316812
83.0,10.198894114445345,5.090462138873561,1.2632404613701231
84.0,9.584447015736298,5.4740437829589,0.40544231273548814
85.0,8.228824788982092,5.748233011662668,-0.3971775251805778
86.0,6.440259234020289,5.852586364103043,-0.9656830760635943
87.0,4.621502831395307,5.765038991992192,-1.1747304792229527
88.0,3.17916327633092,5.506559401132699,-0.9801892719248562
89.0,2.4328270277530093,5.136155803624203,-0.42841992094481873
90.0,2.544278022011962,4.737419030946478,0.3547336970342534
91.0,3.4824821466904354,4.399669454279365,1.19263192687967
92.0,5.031904468802047,4.197958987163488,1.8976705367806552
93.0,6.841990039442284,4.1764045606482565,2.313276017520442
94.0,8.506457429683811,4.338552994511453,2.348666394185756
95.0,9.654474483534434,4.646879613165902,1.9986627968190045
96.0,10.033259540978879,5.031467109873608,1.3442325057978886
97.0,9.563713949249479,5.405859675237295,0.5337803623684878
98.0,8.356849284113926,5.686498610757581,-0.25049327021060575
99.0,6.687620168297299,5.811371212824276,-0.8335441874052351
100.0,4.932314805373311,5.753711828050971,-1.0865433460942573
101.0,3.4837535589032353,5.527729330081931,-0.9553297659327447
102.0,2.6634020566079224,5.185138519712012,-0.4719761464049892
103.0,2.650057629511215,4.803336410408803,0.2529957785640849
104.0,3.440923872156363,4.467925122058824,1.0558720055962694
105.0,4.853538144554457,4.253526869017107,1.7567066596137302
106.0,6.567828291240332,4.207189824845415,2.199643961141321
107.0,8.198613924681451,4.338073925863771,2.2875684625651522
108.0,9.382134827560344,4.615676077598945,2.003382295347038
109.0,9.857172703562698,4.9769300506551115,1.4132513587583877
110.0,9.522679930126476,5.340531064679492,0.6512244969200465
111.0,8.459207779033056,5.625232674607203,-0.11120415808077144
112.0,6.909606057781171,5.767999368184609,-0.7036809433485791
113.0,5.2235986428563566,5.73796005293965,-0.9950468091466975
114.0,3.778877599031157,5.54307491060783,-0.9223611795395636
115.0,2.8965143667347664,5.228078306684967,-0.5044754723932752
116.0,2.7696285656407644,4.864219955022823,0.16276563557947465
117.0,3.42115692634781,4.533155317209046,0.9284912172711218
118.0,4.699949337966615,4.308626595192696,1.6209081042535862
119.0,6.315789335038257,4.240043204590271,2.0858349308683035
120.0,7.905235127441596,4.3416167375203125,2.221024725907165
121.0,9.113349139226253,4.589438158074433,1.9986375245288173
122.0,9.672941149104721,4.927093302237754,1.4709269238010934
123.0,9.463637477640324,5.2785007543685065,0.7579904434460754
124.0,8.537723039640296,5.565051907836476,0.020449309764004275
125.0,7.107220697052076,5.723192723320945,-0.5767300386241901
126.0,5.495372854413395,5.718515702611035,-0.9011257729334743
127.0,4.063621185294489,5.5532385252259955,-0.8822143836775673
128.0,3.130575263672517,5.2654458281021945,-0.5266838030925228
129.0,2.901132505519506,4.920322625956672,0.0836147682142403
130.0,3.4215134173880344,4.5953955482640385,0.8104941624204791
131.0,4.570072776402128,4.363122446469837,1.4907107007528975
132.0,6.085683170507017,4.27473941830132,1.9726176717451014
133.0,7.627079602895476,4.348965308064357,2.1499647494391603
134.0,8.849683622746802,4.56805260484586,1.9853119801408745
135.0,9.48261668305617,4.882014391514808,1.5179014225840481
136.0,9.388694179901503,5.220024260881074,0.8543391651509498
137.0,8.594117720893005,5.50639064626109,0.14429295898165218
138.0,7.28144881439234,5.677503587567754,-0.45325713441136406
139.0,5.747697279208314,5.695960520561019,-0.8056066537447928
140.0,4.337138983656759,5.558735183411723,-0.8357885676307235
141.0,3.3640548086890596,5.297607183850933,-0.5393702766020236
142.0,3.042725663160363,4.9718117667384725,0.015076335340209579
143.0,3.440272798511445,4.6546078622122,0.7018197016671184
144.0,4.46271648686565,4.416809159286819,1.36647096820535
145.0,5.877129695506069,4.310979663062532,1.8606848573269836
146.0,7.364678006074221,4.359820174730322,2.0752612801187587
147.0,8.592473440830906,4.551310453496454,1.9642632353641072
148.0,9.288052845680843,4.8416439908924875,1.5548267489330274
149.0,9.299821206849519,5.165243776599011,0.9405736457367597
150.0,8.630055658673133,5.449570425209087,0.26021657250856667
151.0,7.433292894121549,5.631379687925264,-0.3337571986842701
152.0,5.980708604747193,5.6707865163467615,-0.7092549999622014
153.0,4.598691652979941,5.5600090622781355,-0.7839460912925321
154.0,3.5955225395439143,5.324877094791363,-0.5432999481380322
155.0,3.1926238196549726,5.0188197118968345,-0.04334646593455033
156.0,3.4757104740581766,4.710729629875227,0.6023490363687014
157.0,4.376612013640291,4.4694594735466415,1.2484725869879325
158.0,5.689607801720191,4.34843824071734,1.7506569894439292
159.0,7.118378190829327,4.373844240799691,1.9977311692811557
160.0,8.342861500327052,4.538951529782663,1.9363211285806576
161.0,9.090936103480484,4.805868738592535,1.582360753186138
162.0,9.198876994926126,5.114228756616517,1.0170345017936904
163.0,8.647159480910533,5.394837861532065,0.3681701854770202
164.0,7.563787178866413,5.585199076931611,-0.21865635395306626
165.0,6.194633713292454,5.643427910201801,-0.612774747687317
166.0,4.847661327780008,5.557462792755821,-0.7275090141832002
167.0,3.82366711179327,5.347546076439344,-0.5392280832087374
168.0,3.349126941829474,5.061469528063753,-0.09217345878446925
169.0,3.5261268488364204,4.763698531238732,0.5119126011898937
170.0,4.310446129893557,4.5208488997175325,1.136931965940779
171.0,5.522487173263714,4.386787400242197,1.6430856563595135
172.0,6.888374305200377,4.390687692538293,1.9181358492630336
173.0,8.101822474211634,4.530689161491044,1.9022855995312953
174.0,8.892803383938832,4.774535263725827,1.601163157148361
175.0,9.087618155210146,5.066998694153982,1.084095109665197
176.0,8.647016054985933,5.342385672905749,0.46815971529680245
177.0,7.673999865828227,5.539289069291124,-0.10831458365911217
178.0,6.389791387069626,5.6142779222125565,-0.5168084921757786
179.0,5.083555529854736,5.551472320642949,-0.6672567185079279
180.0,4.047304456681774,5.3658938335480535,-0.5278955201874879
181.0,3.5106325244237384,5.099887550022724,-0.13194148658985816
182.0,3.58986549565511,4.8134648587122575,0.4302962236737452
183.0,4.26288227040562,4.570768300938736,1.0320033243160212
184.0,5.375050586365775,4.425710490361956,1.5384565430007173
185.0,6.67472726924891,4.410001737703289,1.837181741519712
186.0,7.87017908643168,4.526224247415269,1.8629245441076603
187.0,8.695052646545362,4.747464125131528,1.6118914687568506
188.0,8.967703998699864,5.023536374144623,1.1421566168090391
189.0,8.631175894549848,5.2923647272465315,0.5602422957199699
190.0,7.7650293698419555,5.4939367257957,-0.003028935252907594
191.0,6.566588005203316,5.583697572055433,-0.4219384276544438
192.0,5.3060049034482475,5.542394176068836,-0.6039243012347366
193.0,4.265379607358163,5.380195394405056,-0.51002480574526
194.0,3.6756425576027327,5.13420893084024,-0.16319908901961433
195.0,3.6653250878189714,4.859997070245483,0.35724678597651205
196.0,4.232576077693521,4.6190299452466945,0.933783498656447
197.0,5.24651085625554,4.464908809860209,1.437192386331371
198.0,6.477380551942154,4.431446294253237,1.7555207813121683
199.0,7.648614369958972,4.525253562665798,1.8189718732110327
